from_idx,to_idx,from_name,to_name
11,481,adding_and_subtracting_negative_numbers,negative_number_word_problems
493,481,number_line_3,negative_number_word_problems
201,481,definition_opposite_number,negative_number_word_problems
11,482,adding_and_subtracting_negative_numbers,negative_numbers_multiply_divide
462,482,multiplying_and_dividing_negative_numbers_new,negative_numbers_multiply_divide
493,483,number_line_3,negative_nums_on_num_line_without_reference_to_zero
389,484,linear_equations_3,new_definitions_1
484,485,new_definitions_1,new_definitions_2
495,486,number_properties_terminology_1,notation_calculation_type
489,488,number_line_0.5_new,number_line_0.5
487,489,number_line,number_line_0.5_new
491,490,number_line_0.7_new,number_line_0.7
488,491,number_line_0.5,number_line_0.7_new
723,492,subtracting_decimals,number_line_2
492,493,number_line_2,number_line_3
490,494,number_line_0.7,number_line_4
461,495,multiplying_and_dividing_negative_numbers,number_properties_terminology_1
496,497,number_sense_length_l1,number_sense_length_l2
497,498,number_sense_length_l2,number_sense_length_l3
500,501,number_sense_weight_l1,number_sense_weight_l2
501,502,number_sense_weight_l2,number_sense_weight_l3
651,503,separation_and_union,number_sequence_within_ten
179,504,count_number_to_20_2,number_within_fifty
727,506,subtraction_1,one_more_one_less
32,506,addition_2,one_more_one_less
264,507,evaluating_expressions_1,one_step_equation_problems
786,507,understand_equivalent_axiom,one_step_equation_problems
264,508,evaluating_expressions_1,one_step_equations
349,510,inequalities_on_a_number_line,one_step_inequalities
11,511,adding_and_subtracting_negative_numbers,operations_with_negative_numbers
26,511,adding_subtracting_dicimals_fractions_and_percentage,operations_with_negative_numbers
558,513,properties_of_numbers_2,order_of_operations
495,513,number_properties_terminology_1,order_of_operations
212,513,distributive_property,order_of_operations
486,513,notation_calculation_type,order_of_operations
614,514,recognize_decimal_percentile_position,ordering_decimals_new
128,515,comparing_fractions_2,ordering_fractions
129,516,comparing_improper_fractions_and_mixed_numbers,ordering_improper_fractions_and_mixed_numbers
493,517,number_line_3,ordering_negative_numbers
483,517,negative_nums_on_num_line_without_reference_to_zero,ordering_negative_numbers
515,518,ordering_fractions,ordering_numbers
617,520,recognizing_conic_sections,parabola_intuition_1
520,521,parabola_intuition_1,parabola_intuition_2
805,522,vertex_of_a_parabola,parabola_intuition_3
546,523,points_lines_and_planes,parallel_and_perpendicular
638,524,same_side_exterior_angles,parallel_lines_1
640,524,same_side_interior_angles,parallel_lines_1
42,524,alternate_exterior_angles,parallel_lines_1
44,524,alternate_interior_angles,parallel_lines_1
175,524,corresponding_angles,parallel_lines_1
176,525,corresponding_angles_2,parallel_lines_2
43,525,alternate_exterior_angles_2,parallel_lines_2
45,525,alternate_interior_angles_2,parallel_lines_2
639,525,same_side_exterior_angles_2,parallel_lines_2
641,525,same_side_interior_angles_2,parallel_lines_2
525,526,parallel_lines_2,parallel_lines_proportion
150,527,concepts_related_to_kite,parallelogram_concept_and_application
536,528,perimeter_of_squares_and_rectangles,parts_of_circles
186,529,creating_box_and_whisker_plots,percentage_concept
168,530,converting_decimals_to_percents,percentage_word_problems_1
171,530,converting_percents_to_decimals,percentage_word_problems_1
530,531,percentage_word_problems_1,percentage_word_problems_2
513,532,order_of_operations,perimeter_1
790,532,understand_range_of_graphie,perimeter_1
532,533,perimeter_1,perimeter_deduction
534,533,perimeter_of_combined_shapes,perimeter_deduction
513,534,order_of_operations,perimeter_of_combined_shapes
795,534,understanding_square_rectangular,perimeter_of_combined_shapes
649,535,sectors_as_fraction_of_circles_2,perimeter_of_sector
532,536,perimeter_1,perimeter_of_squares_and_rectangles
184,537,counting_2,permutations_1
19,538,adding_decimals_2,place_value
614,538,recognize_decimal_percentile_position,place_value
538,539,place_value,place_value_big_number
538,540,place_value,place_value_concept
159,541,congruent_triangles_2,planar_graph_resizing
184,542,counting_2,planting_problems
626,542,regular_number_of_columns,planting_problems
607,543,reading_line_charts_1,plotting_the_line_of_best_fit
385,544,line_graph_intuition,plugging_in_values
385,545,line_graph_intuition,point_slope_form
621,546,recognizing_rays_lines_and_line_segments,points_lines_and_planes
321,547,geometry_proofs_2,polygon_geometry_characteristic
105,548,calculations_using_similar_shapes,polygon_similarity
110,550,circles_and_arcs,position_relation_between_circle_point
206,551,derivatives_1,power_rule
553,552,prime_numbers,prime_factorization
145,552,composite_numbers,prime_factorization
232,553,divisibility_0.5,prime_numbers
234,553,divisibility_tests,prime_numbers
184,554,counting_2,probability_1
551,555,power_rule,product_rule
711,555,special_derivatives,product_rule
577,556,quadrilateral_types,properties_of_incenters
461,557,multiplying_and_dividing_negative_numbers,properties_of_numbers_1
557,558,properties_of_numbers_1,properties_of_numbers_2
208,559,direct_and_inverse_variation,proportional_calculation
564,560,proportions_inner_outer_product,proportional_life_problems
559,561,proportional_calculation,proportional_or_inverse_proportional
362,561,inverse_proportional_calculation,proportional_or_inverse_proportional
562,563,proportions_1,proportions_2
831,564,writing_proportions,proportions_inner_outer_product
79,565,areas_of_kites,pyramidal_prism
567,566,pythagorean_theorem_1,pythagorean_thaorem_application
13,567,adding_and_subtracting_radicals,pythagorean_theorem_1
782,568,trigonometry_1.5,pythagorean_theorem_2
140,569,completing_the_square_2,quadratic_equation
309,570,functions_1,quadratic_function_concept
570,571,quadratic_function_concept,quadratic_function_graphing
571,572,quadratic_function_graphing,quadratic_function_maximum_and_minimum
572,573,quadratic_function_maximum_and_minimum,quadratic_function_word_problem
187,574,cross_multiplication_advanced,quadratic_polynomial_word_problem
187,575,cross_multiplication_advanced,quadratics_word_problems
574,575,quadratic_polynomial_word_problem,quadratics_word_problems
577,576,quadrilateral_types,quadrilateral_angles
55,577,angles_2,quadrilateral_types
551,578,power_rule,quotient_rule
711,578,special_derivatives,quotient_rule
580,579,radians_to_degrees,radians_and_degrees
202,579,degrees_to_radians,radians_and_degrees
159,580,congruent_triangles_2,radians_to_degrees
688,581,simplifying_radicals,radical_equations
13,582,adding_and_subtracting_radicals,radical_multiplication_and_division
536,583,perimeter_of_squares_and_rectangles,radius_and_diameter
110,584,circles_and_arcs,radius_angle
528,586,parts_of_circles,radius_diameter_and_circumference
784,586,understand_circle,radius_diameter_and_circumference
528,587,parts_of_circles,radius_diameter_and_circumference_1
583,587,radius_and_diameter,radius_diameter_and_circumference_1
588,587,radius_diameter_and_circumference_314_1,radius_diameter_and_circumference_1
310,589,functions_2,range_of_a_function
246,589,domain_and_range_0.5,range_of_a_function
770,590,triangle_inequality_theorem,range_of_triangle_sides_2
417,591,mean_median_and_mode,range_quarter_case_chart
799,592,units,rate_problems_0.5
592,593,rate_problems_0.5,rate_problems_1
593,594,rate_problems_1,rate_problems_2
594,595,rate_problems_2,rate_unit_transform
563,596,proportions_2,rates_and_ratios
831,597,writing_proportions,ratio
276,598,expressing_ratios_as_fractions,ratio_and_the_ratio_of
600,599,ratio_money,ratio_discount
601,600,ratio_word_problems,ratio_money
376,602,large_angle_long_edge,re_graphics
612,603,reading_tables_2,reading_bar_charts_1
721,603,statistical_table_and_chart,reading_bar_charts_1
603,604,reading_bar_charts_1,reading_bar_charts_2
604,605,reading_bar_charts_2,reading_bar_charts_3
417,605,mean_median_and_mode,reading_bar_charts_3
513,606,order_of_operations,reading_fractions_in_chinese
603,607,reading_bar_charts_1,reading_line_charts_1
611,608,reading_tables_1,reading_pictographs_1
608,609,reading_pictographs_1,reading_pictographs_2
612,610,reading_tables_2,reading_stem_and_leaf_plots
444,611,multiplication_1.5,reading_tables_1
121,611,common_form_for_life,reading_tables_1
611,612,reading_tables_1,reading_tables_2
387,613,linear_equations_1,realizing_inequalities
19,614,adding_decimals_2,recognize_decimal_percentile_position
126,614,comparing_decimals_2,recognize_decimal_percentile_position
159,615,congruent_triangles_2,recognize_graph_zoom_effect
34,616,addition_4,recognize_num_less_than_10000
12,617,adding_and_subtracting_polynomials,recognizing_conic_sections
468,618,multiplying_expressions_1,recognizing_factoring
620,619,recognizing_fractions_0.5,recognizing_fractions
513,620,order_of_operations,recognizing_fractions_0.5
830,620,writing_fractions_1,recognizing_fractions_0.5
73,621,area_of_triangles_1,recognizing_rays_lines_and_line_segments
68,621,area_of_a_circle,recognizing_rays_lines_and_line_segments
41,624,age_word_problems,recording_life_problem_by_expressions
124,625,comparing_decimal_place_value,regrouping_decimals
184,626,counting_2,regular_number_of_columns
338,627,graphs_of_linear_equations,relationships_linear_equations
177,628,count_number_to_100,repeated_addition
631,630,represent_by_symbol_multiplier,represent_by_symbol_dividend
632,631,represent_by_symbol_subtrahend,represent_by_symbol_multiplier
629,632,represent_by_symbol_addend,represent_by_symbol_subtrahend
134,633,comparison_between_numbers_within_ten,representing_numbers
504,633,number_within_fifty,representing_numbers
637,636,rounding_whole_numbers,rounding_numbers
538,637,place_value,rounding_whole_numbers
650,638,segment_addition,same_side_exterior_angles
524,639,parallel_lines_1,same_side_exterior_angles_2
156,639,congruent_angles,same_side_exterior_angles_2
650,640,segment_addition,same_side_interior_angles
524,641,parallel_lines_1,same_side_interior_angles_2
156,641,congruent_angles,same_side_interior_angles_2
598,642,ratio_and_the_ratio_of,scale
30,644,adding_vectors,scaling_vectors
647,645,scientific_notation_intuition,scientific_notation
645,646,scientific_notation,scientific_notation_decimals
274,647,exponents_3,scientific_notation_intuition
271,647,exponent_rules,scientific_notation_intuition
110,648,circles_and_arcs,sectors_as_fraction_of_circles_1
648,649,sectors_as_fraction_of_circles_1,sectors_as_fraction_of_circles_2
425,650,measuring_segments,segment_addition
157,650,congruent_segments,segment_addition
182,651,count_one_by_one_1,separation_and_union
652,653,seq-arithmetic-means-1,seq-arithmetic-means-2
667,654,seq_understaning_arithmetic_sequence_2,seq-arithmetic-sequences-l1
654,655,seq-arithmetic-sequences-l1,seq-arithmetic-sequences-l2
653,659,seq-arithmetic-means-2,seq_sequence_exam_1
659,660,seq_sequence_exam_1,seq_sequence_exam_2
660,661,seq_sequence_exam_2,seq_sequence_exam_3
665,662,seq_understanding_sequence_2,seq_sequence_pattern_1
662,663,seq_sequence_pattern_1,seq_sequence_pattern_2
664,665,seq_understanding_sequence_1,seq_understanding_sequence_2
665,666,seq_understanding_sequence_2,seq_understaning_arithmetic_sequence_1
666,667,seq_understaning_arithmetic_sequence_1,seq_understaning_arithmetic_sequence_2
87,668,arithmetic_series_1,sequences_word_problems
110,669,circles_and_arcs,shaded_areas
78,669,areas_of_circles_and_sectors,shaded_areas
247,670,domain_of_a_function,shifting_and_reflecting_functions
311,670,functions_3,shifting_and_reflecting_functions
589,670,range_of_a_function,shifting_and_reflecting_functions
645,674,scientific_notation,significant_figures_1
159,675,congruent_triangles_2,similar_triangles_1
778,675,triangles_similar_nature,similar_triangles_1
675,676,similar_triangles_1,similar_triangles_2
708,677,solving_similar_triangles_1,similar_triangles_review
819,679,volume_of_rectangular_boxes_2,simple_hologram_concept
696,680,solid_geometry,simple_hologram_surface_area
115,681,combining_like_terms_2,simplificate_ractional_formula
116,682,combining_like_terms_with_two_variables,simplify_expressions_w_two_var_1
682,683,simplify_expressions_w_two_var_1,simplify_expressions_w_two_var_2
682,684,simplify_expressions_w_two_var_1,simplify_expressions_w_two_var_3
719,685,square_roots_2,simplify_the_root_type
271,686,exponent_rules,simplifying_expressions_with_exponents
340,687,greatest_common_divisor,simplifying_fractions
22,687,adding_fractions_with_common_denominators,simplifying_fractions
259,687,equivalent_fractions_2,simplifying_fractions
726,687,subtracting_fractions_with_common_denominators,simplifying_fractions
260,687,equivalent_fractions_conversion,simplifying_fractions
719,688,square_roots_2,simplifying_radicals
685,688,simplify_the_root_type,simplifying_radicals
177,691,count_number_to_100,skip_counting_by_100s
693,692,skip_counting_by_5s,skip_counting_by_10s
181,693,count_numbers,skip_counting_by_5s
385,694,line_graph_intuition,slope_intercept_form
699,694,solving_for_the_x-intercept,slope_intercept_form
360,695,interpreting_linear_equations,slope_of_a_line
79,696,areas_of_kites,solid_geometry
80,696,areas_of_rhombi,solid_geometry
81,696,areas_of_trapezoids,solid_geometry
71,696,area_of_parallelograms,solid_geometry
78,696,areas_of_circles_and_sectors,solid_geometry
679,696,simple_hologram_concept,solid_geometry
102,696,basic_graph_and_composite_graph_area,solid_geometry
335,697,graphing_systems_of_equations,solutions_to_systems_of_equations
390,698,linear_equations_4,solving_for_a_variable
700,699,solving_for_the_y-intercept,solving_for_the_x-intercept
360,700,interpreting_linear_equations,solving_for_the_y-intercept
389,701,linear_equations_3,solving_linear_equations
392,702,linear_inequalities,solving_linear_inequalities
704,703,solving_problems_with_picture_graphs_1,solving_problems_with_line_plots_1
284,705,factoring_polynomials_1,solving_quadratics_by_factoring
705,706,solving_quadratics_by_factoring,solving_quadratics_by_factoring_2
284,707,factoring_polynomials_1,solving_quadratics_by_taking_the_square_root
676,708,similar_triangles_2,solving_similar_triangles_1
708,709,solving_similar_triangles_1,solving_similar_triangles_2
206,711,derivatives_1,special_derivatives
567,712,pythagorean_theorem_1,special_right_triangles
149,713,concepts_related_to_diamond,special_triangle_and_quadrilateral_concept
715,714,speed_equal_to_distance_divide_time,speed_applying
751,715,telling_time_comparing,speed_equal_to_distance_divide_time
636,715,rounding_numbers,speed_equal_to_distance_divide_time
592,715,rate_problems_0.5,speed_equal_to_distance_divide_time
74,716,area_of_triangular_shapes,square_cm_square_m_unit_transform
719,717,square_roots_2,square_root_calculation_3
273,718,exponents_2,square_roots
718,719,square_roots,square_roots_2
148,719,computing_law_with_power,square_roots_2
803,720,variance,standard_deviation
612,721,reading_tables_2,statistical_table_and_chart
10,722,adding_and_subtracting_fractions,subtract_of_positive_negative_fraction
724,723,subtracting_decimals_0.5,subtracting_decimals
730,724,subtraction_4,subtracting_decimals_0.5
15,724,adding_decimals,subtracting_decimals_0.5
726,725,subtracting_fractions_with_common_denominators,subtracting_fractions
687,725,simplifying_fractions,subtracting_fractions
513,726,order_of_operations,subtracting_fractions_with_common_denominators
620,726,recognizing_fractions_0.5,subtracting_fractions_with_common_denominators
199,726,decomposing_fractions,subtracting_fractions_with_common_denominators
31,727,addition_1,subtraction_1
727,728,subtraction_1,subtraction_2
728,729,subtraction_2,subtraction_3
729,730,subtraction_3,subtraction_4
25,730,adding_subtracting_carry_3,subtraction_4
29,730,adding_subtracting_no_carry_3,subtraction_4
730,731,subtraction_4,subtraction_and_addition
722,732,subtract_of_positive_negative_fraction,subtraction_of_vary_denominator_fraction
37,733,addition_within_20,subtraction_within_20
53,734,angle_types,supplementary_angles
78,735,areas_of_circles_and_sectors,surface_area_of_cylinders
72,736,area_of_squares_and_rectangles,surface_area_of_rectangular_boxes
365,737,judging_axis_of_symmetry,symmetry_concept_and_application
742,738,systems_of_equations_with_elimination,systems_of_equ_elimination_1
746,739,systems_of_equations_with_substitution,systems_of_equ_substitution_1
739,740,systems_of_equ_substitution_1,systems_of_equ_substitution_2
746,741,systems_of_equations_with_substitution,systems_of_equations
742,741,systems_of_equations_with_elimination,systems_of_equations
743,742,systems_of_equations_with_elimination_0.5,systems_of_equations_with_elimination
335,743,graphing_systems_of_equations,systems_of_equations_with_elimination_0.5
738,744,systems_of_equ_elimination_1,systems_of_equations_with_elimination_2
738,745,systems_of_equ_elimination_1,systems_of_equations_with_elimination_3
744,745,systems_of_equations_with_elimination_2,systems_of_equations_with_elimination_3
335,746,graphing_systems_of_equations,systems_of_equations_with_substitution
741,747,systems_of_equations,systems_of_equations_word_problems
749,748,telling_time_0.5,telling_time
748,750,telling_time,telling_time_2
750,751,telling_time_2,telling_time_comparing
346,753,imaginary_unit_powers,the_complex_plane
686,754,simplifying_expressions_with_exponents,the_four_arithmetic_exponentially
552,755,prime_factorization,the_fundamental_theorem_of_arithmetic
728,756,subtraction_2,time_terminology
748,756,telling_time,time_terminology
242,757,division_3,time_units_transformation_1
761,757,time_word_problem_2,time_units_transformation_1
764,757,time_word_problem_5,time_units_transformation_1
757,758,time_units_transformation_1,time_units_transformation_2
757,759,time_units_transformation_1,time_units_transformation_3
750,760,telling_time_2,time_word_problem_1
89,760,arithmetic_word_problems_1,time_word_problem_1
729,761,subtraction_3,time_word_problem_2
750,761,telling_time_2,time_word_problem_2
760,762,time_word_problem_1,time_word_problem_3
761,763,time_word_problem_2,time_word_problem_4
763,764,time_word_problem_4,time_word_problem_5
149,766,concepts_related_to_diamond,trapezoid_concept_and_application
768,767,triangle_angles_sum,triangle_angles_1
772,767,triangle_types,triangle_angles_1
772,768,triangle_types,triangle_angles_sum
97,769,basic_concept_of_circumcenter,triangle_central_core_concept
767,770,triangle_angles_1,triangle_inequality_theorem
376,771,large_angle_long_edge,triangle_length_of_side
49,772,angle_addition_postulate,triangle_types
159,773,congruent_triangles_2,triangles_congruent_nature_aas
159,774,congruent_triangles_2,triangles_congruent_nature_asa
159,775,congruent_triangles_2,triangles_congruent_nature_rhs
159,776,congruent_triangles_2,triangles_congruent_nature_sas
159,777,congruent_triangles_2,triangles_congruent_nature_sss
159,778,congruent_triangles_2,triangles_similar_nature
615,778,recognize_graph_zoom_effect,triangles_similar_nature
541,778,planar_graph_resizing,triangles_similar_nature
783,779,trigonometry_2,trig_identities_1
567,780,pythagorean_theorem_1,trigonometry_0.5
579,780,radians_and_degrees,trigonometry_0.5
780,781,trigonometry_0.5,trigonometry_1
797,781,unit_circle,trigonometry_1
781,782,trigonometry_1,trigonometry_1.5
782,783,trigonometry_1.5,trigonometry_2
528,784,parts_of_circles,understand_circle
487,785,number_line,understand_coins
264,786,evaluating_expressions_1,understand_equivalent_axiom
538,787,place_value,understand_large_numbers_and_conversion
540,787,place_value_concept,understand_large_numbers_and_conversion
430,788,metric_weight_unit_conversion,understand_length_unit
793,788,understanding_km,understand_length_unit
621,791,recognizing_rays_lines_and_line_segments,understanding_comparing_angle
538,792,place_value,understanding_decimals_place_value
430,793,metric_weight_unit_conversion,understanding_km
466,794,multiplying_decimals,understanding_moving_the_decimal
673,795,sides_and_angles_of_simple_shapes,understanding_square_rectangular
144,795,composing_shapes,understanding_square_rectangular
417,796,mean_median_and_mode,ungroup_median
579,797,radians_and_degrees,unit_circle
714,798,speed_applying,unit_conversion_rate
469,799,multiplying_fractions,units
142,799,complex_fraction,units
308,800,fractions_word_problem,using_fractions_to_divide_pizzas_pies_and_cakes
828,801,writing_expressions_3,variables_word_problems_1
828,802,writing_expressions_3,variables_word_problems_2
417,803,mean_median_and_mode,variance
796,803,ungroup_median,variance
401,804,matrix_add_sub_3,vector_add_sub_two
327,805,graphing_parabolas_0.5,vertex_of_a_parabola
138,805,completing_the_square_1,vertex_of_a_parabola
523,806,parallel_and_perpendicular,vertical_and_parallel
136,807,complementary_and_supplementary_angles,vertical_angles
268,807,exploring_angle_pairs_1,vertical_angles
136,808,complementary_and_supplementary_angles,vertical_angles_2
268,808,exploring_angle_pairs_1,vertical_angles_2
546,809,points_lines_and_planes,vertical_concepts
80,811,areas_of_rhombi,volume_and_cc
72,812,area_of_squares_and_rectangles,volume_box
812,813,volume_box,volume_box_cover
822,813,volume_space,volume_box_cover
812,814,volume_box,volume_box_nocover
822,814,volume_space,volume_box_nocover
812,815,volume_box,volume_container
822,815,volume_space,volume_container
812,816,volume_box,volume_container_hight
822,816,volume_space,volume_container_hight
78,817,areas_of_circles_and_sectors,volume_of_cylinders
72,818,area_of_squares_and_rectangles,volume_of_rectangular_boxes
811,818,volume_and_cc,volume_of_rectangular_boxes
818,819,volume_of_rectangular_boxes,volume_of_rectangular_boxes_2
819,820,volume_of_rectangular_boxes_2,volume_of_rectangular_boxes_3
818,821,volume_of_rectangular_boxes,volume_of_triangular_prisms
565,821,pyramidal_prism,volume_of_triangular_prisms
72,822,area_of_squares_and_rectangles,volume_space
794,823,understanding_moving_the_decimal,volume_unit_conversion
486,824,notation_calculation_type,word_problem_formula_translate
264,826,evaluating_expressions_1,writing_expressions_1
826,827,writing_expressions_1,writing_expressions_2
827,828,writing_expressions_2,writing_expressions_3
827,829,writing_expressions_2,writing_expressions_w_two_var
513,830,order_of_operations,writing_fractions_1
341,830,halves_and_fourths,writing_fractions_1
291,830,filling_rectangles_with_same-sized_squares,writing_fractions_1
270,832,exploring_standard_deviation_1,z_scores_1
720,832,standard_deviation,z_scores_1
832,833,z_scores_1,z_scores_2
833,834,z_scores_2,z_scores_3
