user_id,total_interactions,unique_exercises,accuracy,hint_rate,active_days
14188,243,23,0.8395,0.0576,29.3
14193,41,4,0.9268,0.0,0.9
14195,297,26,0.9495,0.0034,1.2
14202,54,9,0.9444,0.0,63.0
14203,50,4,0.8,0.0,0.0
14205,147,33,0.7755,0.1361,16.9
14206,42,6,0.5952,0.2619,21.0
14207,392,49,0.9031,0.0255,50.0
14208,83,10,0.8193,0.0482,0.1
14209,157,20,0.879,0.0446,31.7
14210,52,8,0.8846,0.0192,0.1
14213,40,1,0.7,0.0,0.0
14217,40,4,0.925,0.0,0.0
14221,32,3,0.9062,0.0,0.0
14228,568,54,0.7359,0.1532,307.9
14229,128,12,0.8594,0.0234,32.2
14230,93,14,0.4194,0.4516,87.4
14237,64,13,0.9688,0.0,140.6
14238,263,31,0.6084,0.27,14.0
14240,219,13,0.6621,0.21,35.0
14241,161,14,0.8758,0.0807,180.0
14248,58,11,0.8621,0.0172,21.0
14252,404,56,0.8366,0.0842,6.7
14263,166,13,0.7108,0.1928,0.0
14267,122,11,0.8525,0.0574,49.0
14271,45,12,0.9333,0.0,99.0
14274,45,8,0.9111,0.0667,0.0
14275,232,25,0.8319,0.0043,70.0
14278,129,10,0.8992,0.0388,21.0
14282,464,33,0.8987,0.0065,37.8
14284,252,31,0.8651,0.0238,491.1
14297,108,7,0.7778,0.0093,28.0
14299,178,43,0.7416,0.0506,0.1
14302,238,19,0.8277,0.0924,115.3
14311,217,12,0.8894,0.0184,42.0
14313,246,13,0.7683,0.1341,2.0
14319,728,59,0.9038,0.0247,5.0
14322,127,10,0.7323,0.1575,14.0
14324,472,32,0.8941,0.0381,30.1
14327,58,11,0.8276,0.069,1.0
14328,1332,71,0.8228,0.0473,101.9
14329,123,11,0.8374,0.1057,23.0
14330,140,6,0.8286,0.0571,71.0
14331,139,24,0.9281,0.036,93.8
14332,191,21,0.8848,0.089,21.0
14339,575,10,0.9513,0.0035,45.0
14342,146,24,0.8219,0.0411,63.5
14345,35,6,0.9143,0.0857,0.0
14350,1220,98,0.9148,0.0074,36.5
14351,119,12,0.8319,0.1008,26.0
14355,40,3,0.95,0.0,0.0
14357,89,20,0.5955,0.3258,62.2
14358,204,21,0.7941,0.0637,1.2
14360,49,7,0.8367,0.0204,42.0
14361,35,5,0.6857,0.2286,30.2
14363,388,32,0.8789,0.0284,233.4
14366,44,6,0.7955,0.0227,7.0
14368,40,7,0.85,0.125,71.2
14369,37,10,0.7297,0.0,12.7
14377,584,57,0.8459,0.0342,193.9
14379,198,26,0.9444,0.0,201.3
14381,111,10,0.8018,0.0901,7.3
14382,419,17,0.9189,0.0143,101.1
14384,32,4,0.9062,0.0312,7.0
14389,601,60,0.8436,0.0832,63.0
14391,205,23,0.7805,0.1268,113.5
14403,140,17,0.7714,0.0929,26.4
14405,44,4,0.9318,0.0,0.0
14408,96,15,0.8229,0.1146,1.0
14411,411,27,0.7324,0.2263,63.0
14413,325,20,0.8831,0.0677,181.9
14416,64,6,0.9688,0.0,0.0
14418,33,5,0.4242,0.2121,47.7
14423,82,15,0.9756,0.0122,0.0
14434,395,27,0.7392,0.1494,53.8
14435,74,15,0.7568,0.1216,0.1
14436,65,6,0.7231,0.2615,6.0
14437,134,11,0.7388,0.1343,35.0
14438,733,56,0.8349,0.045,207.9
14439,88,14,0.9545,0.0114,2.0
14444,114,6,0.6228,0.1491,14.0
14447,242,33,0.814,0.0413,46.9
14453,840,53,0.8655,0.0107,211.8
14455,101,12,0.5545,0.297,35.0
14456,371,38,0.558,0.1051,3.4
14457,98,8,0.7857,0.051,31.1
14459,144,12,0.9583,0.0,0.0
14464,105,2,0.4381,0.1333,12.9
14466,75,31,0.7467,0.1733,1.0
14468,134,46,0.6866,0.2164,74.0
14471,63,9,0.8254,0.0,0.0
14482,76,11,0.9211,0.0,7.0
14485,76,6,0.0658,0.9342,27.1
14490,111,14,0.8378,0.0631,4.2
14492,102,15,0.9216,0.0,6.8
14494,33,2,0.7576,0.0,0.0
14495,44,13,0.6818,0.0682,0.0
14497,91,3,0.9011,0.0,0.0
14500,902,42,0.8126,0.0377,77.0
14501,482,14,0.5187,0.1369,8.7
14506,2965,96,0.8223,0.0627,94.2
14508,42,6,0.7619,0.0476,13.9
14510,464,36,0.7694,0.0172,70.0
14511,94,5,0.8085,0.0213,9.4
14512,40,15,0.8,0.025,1.0
14513,74,14,0.8243,0.1351,27.0
14514,231,30,0.9307,0.0087,42.0
14515,411,45,0.8467,0.0438,42.1
14516,116,15,0.7672,0.0948,0.0
14522,108,7,0.5556,0.2593,20.8
14525,49,5,0.9592,0.0204,0.0
14530,43,5,0.9302,0.0233,0.0
14535,295,24,0.8814,0.0407,0.0
14539,81,7,0.679,0.2963,0.0
14540,156,21,0.5962,0.1603,42.0
14544,39,12,0.8974,0.0256,0.6
14545,44,7,0.4773,0.4545,0.0
14557,40,2,0.35,0.575,5.0
14558,33,6,0.8485,0.0606,8.8
14562,195,17,0.8205,0.0667,33.2
14563,33,9,0.5455,0.4242,0.0
14568,52,10,0.8269,0.0577,1.0
14570,145,23,0.7172,0.2069,49.0
14572,56,5,0.75,0.0893,0.5
14573,67,19,0.8806,0.0299,0.0
14581,229,15,0.8559,0.0611,70.0
14582,84,17,0.7024,0.1667,132.3
14585,2285,64,0.7921,0.0814,101.2
14592,30,8,0.8667,0.0667,69.3
14594,40,3,0.925,0.075,0.0
14604,1273,55,0.8767,0.0086,46.9
14606,964,27,0.6888,0.1369,94.8
14608,56,6,0.7679,0.0893,0.1
14610,32,5,0.8125,0.0938,0.0
14613,224,25,0.75,0.1339,231.0
14614,882,64,0.8832,0.0272,6.1
14617,32,4,0.75,0.0,0.0
14618,56,7,1.0,0.0,14.0
14622,913,48,0.862,0.0613,102.0
14623,32,2,0.9062,0.0,0.0
14624,276,26,0.9239,0.0362,84.0
14625,1219,78,0.8819,0.0427,63.1
14627,80,13,0.8875,0.0375,0.0
14629,258,17,0.8682,0.0078,10.1
14633,48,6,0.7917,0.1667,0.0
14638,255,18,0.898,0.051,21.0
14640,89,10,0.5955,0.191,63.0
14641,53,9,0.6604,0.1509,16.1
14644,48,18,0.3125,0.6458,0.0
14645,421,35,0.8599,0.0285,79.9
14649,254,11,0.8661,0.0472,91.0
14653,358,44,0.8994,0.0196,307.9
14655,86,16,0.9186,0.0,0.0
14658,48,4,0.8542,0.0208,96.1
14660,174,13,0.8448,0.0517,150.8
14665,75,8,0.9333,0.0133,6.6
14666,661,37,0.8245,0.0257,213.0
14671,102,13,0.8627,0.0686,8.1
14673,164,24,0.8476,0.0549,28.9
14675,72,13,0.8056,0.0417,14.0
14678,208,23,0.7452,0.0865,92.0
14680,1518,97,0.8432,0.058,70.0
14684,114,23,0.5526,0.3333,10.0
14695,163,24,0.8528,0.0798,158.0
14701,38,7,0.9737,0.0,0.0
14702,1186,82,0.9073,0.0008,57.1
14705,39,6,0.8205,0.0769,0.0
14706,106,17,0.8113,0.0849,51.2
14708,33,4,0.9394,0.0606,0.0
14711,267,21,0.6255,0.3258,34.2
14713,86,7,0.8605,0.0698,15.6
14714,357,26,0.8235,0.0336,25.0
14715,48,6,0.875,0.0208,0.0
14718,880,42,0.858,0.083,225.9
14723,42,8,0.8571,0.0714,80.0
14735,130,29,0.6231,0.2615,41.0
14738,86,16,0.8372,0.1047,3.7
14740,44,6,0.8864,0.0682,0.0
14749,66,9,0.9697,0.0,6.4
14752,126,22,0.9365,0.0317,55.2
14763,68,14,0.5,0.4412,0.0
14766,30,4,0.8667,0.0333,5.9
14767,31,1,0.9032,0.0323,0.0
14773,181,24,0.9006,0.0387,7.0
14776,121,14,0.9256,0.0165,341.3
14777,48,9,0.8333,0.0625,0.0
14784,50,9,0.72,0.14,0.1
14788,48,4,0.8542,0.0208,0.0
14792,176,28,0.892,0.0455,16.6
14793,123,12,0.7886,0.122,20.8
14794,38,7,0.7105,0.1842,0.0
14795,53,2,0.8113,0.0566,0.0
14797,377,30,0.8753,0.0345,8.1
14800,80,10,0.8875,0.0125,13.2
14806,133,9,0.8346,0.0075,0.0
14807,81,3,0.6173,0.1852,11.4
14808,50,11,0.74,0.22,0.0
14811,325,43,0.9385,0.0215,62.0
14812,167,27,0.8623,0.0539,21.0
14819,7204,385,0.8586,0.0521,51.6
14822,510,34,0.7784,0.1275,183.0
14823,60,18,0.8167,0.0667,4.8
14824,30,4,0.9667,0.0,0.0
14825,78,13,0.8462,0.0256,28.0
14826,96,8,0.9062,0.0208,21.4
14828,49,7,0.8776,0.0408,0.0
14829,42,6,0.6905,0.0,0.0
14833,101,13,0.802,0.0396,164.2
14835,322,29,0.9286,0.0124,87.8
14842,48,11,0.9583,0.0,0.0
14845,79,11,0.7468,0.1899,56.9
14846,32,4,0.8125,0.0,0.0
14849,92,15,0.9239,0.0217,3.0
14850,361,39,0.6039,0.2715,46.0
14862,100,12,0.76,0.12,7.0
14864,780,76,0.9231,0.0205,176.1
14871,32,12,0.6562,0.3125,202.2
14872,607,35,0.9539,0.0148,18.3
14873,215,15,0.8233,0.1349,21.0
14874,185,5,0.9568,0.0,7.0
14881,220,28,0.8318,0.1,285.4
14887,331,34,0.861,0.0363,252.0
14888,124,15,0.6371,0.1129,231.0
14889,1259,57,0.8221,0.0905,32.2
14891,146,19,0.7671,0.1781,164.0
14899,32,3,0.9375,0.0,6.2
14900,971,40,0.8054,0.0422,204.0
14901,50,16,0.86,0.04,0.0
14909,2340,85,0.762,0.0509,91.3
14915,54,6,0.9074,0.0,0.1
14917,430,52,0.8047,0.0674,56.0
14923,127,23,0.7244,0.2047,118.1
14924,41,1,0.439,0.4146,0.0
14925,925,57,0.8995,0.0205,105.0
14926,186,18,0.8333,0.0,0.1
14930,47,9,0.7234,0.0,72.8
14939,398,24,0.8492,0.0101,28.2
14943,811,58,0.6732,0.1652,49.0
14947,87,18,0.8276,0.1264,56.3
14948,137,6,0.9416,0.0365,1.9
14949,33,4,0.9697,0.0303,0.0
14953,157,39,0.8408,0.0318,40.3
14957,312,44,0.8237,0.0577,5.2
14959,33,4,0.9091,0.0,0.0
14960,840,51,0.8738,0.0536,83.5
14961,221,50,0.7828,0.095,107.0
14970,985,77,0.8944,0.0305,10.0
14972,230,27,0.8043,0.0696,53.0
14975,45,9,0.8444,0.0667,0.0
14977,74,13,0.8514,0.0135,0.3
14978,129,16,0.7907,0.1938,58.9
14983,108,9,0.8148,0.0833,9.9
14988,532,32,0.8026,0.032,196.0
14992,91,13,0.9121,0.033,2.0
14997,69,9,0.942,0.0145,0.8
14998,49,8,0.7551,0.0408,3.0
15001,48,6,0.8333,0.0208,1.0
15002,1184,63,0.7188,0.1453,144.1
15003,32,3,0.875,0.0,4.1
15004,85,6,0.7765,0.1176,0.0
15006,2093,98,0.872,0.042,233.9
15008,52,12,0.8462,0.0192,7.0
15010,109,7,0.7064,0.1284,14.2
15011,613,55,0.7455,0.1109,4.0
15012,155,16,0.8581,0.0903,43.1
15017,215,40,0.8512,0.0605,1.1
15019,32,4,1.0,0.0,0.0
15021,35,5,0.3714,0.4571,0.0
15024,108,10,0.8519,0.037,86.0
15032,40,7,0.725,0.05,0.1
15038,58,11,0.8621,0.0,0.0
15039,1068,68,0.8577,0.0712,168.1
15043,99,6,0.8283,0.0505,24.4
15045,33,4,0.9697,0.0,2.9
15049,286,39,0.951,0.0,153.9
15050,53,5,0.8302,0.0566,0.0
15052,795,56,0.9396,0.0025,171.2
15057,1399,112,0.8542,0.04,238.7
15058,569,38,0.8822,0.0035,5.3
15063,62,19,0.8065,0.129,0.0
15064,123,15,0.9431,0.0081,6.2
15066,81,11,0.9383,0.0123,0.1
15068,202,33,0.901,0.0594,198.9
15069,215,26,0.8791,0.014,21.0
15071,48,4,0.7917,0.0,0.0
15073,38,7,0.8158,0.0263,0.0
15074,384,29,0.9323,0.0052,70.0
15075,40,9,0.875,0.075,1.1
15078,32,4,0.8438,0.0625,0.1
15086,32,5,0.9375,0.0,0.0
15088,77,9,0.6883,0.0,0.3
15089,129,24,0.9535,0.0,0.0
15090,80,9,0.9625,0.0125,29.1
15092,213,9,0.5728,0.1737,33.1
15094,827,67,0.7074,0.1923,98.1
15095,1030,63,0.8728,0.0029,70.0
15097,58,5,0.8966,0.069,35.0
15098,214,20,0.8879,0.014,14.0
15101,32,7,1.0,0.0,0.0
15102,661,57,0.7383,0.1346,264.9
15103,230,23,0.7217,0.1826,6.3
15106,100,19,0.88,0.06,3.1
15115,369,41,0.8103,0.1138,117.6
15117,201,12,0.9751,0.005,0.0
15124,79,13,0.8861,0.0633,0.0
15125,146,16,0.8151,0.0822,14.0
15133,40,6,0.975,0.025,0.0
15134,2645,84,0.7592,0.0673,106.1
15136,1460,52,0.8781,0.011,126.0
15139,321,43,0.6199,0.296,76.8
15140,246,27,0.9431,0.0203,0.1
15144,416,41,0.9038,0.0433,100.0
15147,62,8,0.8548,0.0323,7.0
15156,88,9,0.8864,0.0341,14.2
15160,66,5,0.7273,0.0909,7.0
15163,121,12,0.7934,0.124,1.1
15165,128,9,0.8672,0.0,0.0
15167,112,24,0.8393,0.0357,23.0
15168,54,5,0.4444,0.1481,110.3
15172,207,27,0.942,0.0145,4.0
15174,70,9,0.8714,0.0,12.0
15175,161,7,0.8012,0.1801,13.0
15176,283,14,0.9152,0.0141,35.0
15178,160,17,0.8562,0.1188,4.8
15180,450,40,0.8689,0.0289,4.9
15184,103,6,0.8932,0.0874,19.2
15190,79,10,0.9367,0.0127,0.0
15192,62,8,0.7419,0.0806,0.0
15193,111,12,0.9009,0.0541,0.0
15196,35,6,0.8286,0.1429,0.0
15199,48,15,0.8958,0.1042,377.4
15204,989,48,0.8989,0.0273,40.4
15208,149,32,0.8054,0.0671,7.1
15211,31,15,0.4194,0.5484,0.0
15212,88,5,0.7841,0.0114,13.8
15213,277,19,0.8845,0.0144,21.8
15216,406,46,0.8621,0.0345,105.0
15218,88,16,0.9773,0.0114,6.0
15219,159,19,0.9748,0.0,463.7
15225,95,15,0.8421,0.0737,0.0
15229,40,8,0.875,0.05,6.1
15233,87,12,0.931,0.0115,63.0
15234,47,17,0.766,0.1277,0.0
15235,257,10,0.8171,0.0778,0.7
15237,5228,180,0.8564,0.0245,270.3
15238,1824,104,0.8596,0.0285,125.6
15240,2161,153,0.8306,0.0662,63.0
15242,40,4,0.975,0.0,0.0
15243,33,10,0.6364,0.2727,9.1
15244,156,23,0.9423,0.0385,245.0
15245,148,11,0.8716,0.0405,4.0
15247,228,21,0.8947,0.0132,0.1
15251,308,21,0.8604,0.0552,220.1
15252,76,7,0.9079,0.0263,0.7
15261,138,12,0.9058,0.0,0.0
15266,317,23,0.8233,0.0662,92.3
15267,89,10,0.9551,0.0112,7.2
15270,86,19,0.8488,0.0465,163.8
15271,188,16,0.7713,0.0851,50.0
15273,365,33,0.8795,0.0247,59.9
15276,165,15,0.6485,0.1091,64.0
15283,1035,57,0.8976,0.0667,100.8
15287,357,42,0.9328,0.0028,8.3
15288,74,10,0.9595,0.0,0.0
15291,91,16,0.7582,0.011,14.0
15294,35,5,0.6857,0.0286,0.0
15295,1260,42,0.9238,0.0048,73.0
15296,202,23,0.797,0.1188,17.3
15298,453,55,0.766,0.1369,50.0
15303,1080,67,0.8759,0.0352,232.2
15304,227,32,0.8855,0.0441,9.3
15305,96,20,0.8958,0.0625,65.0
15306,61,9,0.8689,0.0656,0.2
15307,50,9,0.92,0.06,0.0
15314,105,19,0.8952,0.0476,0.0
15315,744,72,0.9194,0.0349,43.1
15317,4041,52,0.5798,0.0871,60.0
15331,820,85,0.9244,0.0195,21.6
15332,147,21,0.9184,0.034,7.0
15334,399,47,0.9398,0.01,88.9
15348,757,33,0.8058,0.107,173.3
15351,311,39,0.717,0.074,184.8
15358,158,34,0.8291,0.0633,21.0
15365,575,55,0.807,0.0261,97.0
15369,299,34,0.893,0.0301,180.0
15370,59,8,0.5932,0.3051,7.4
15375,135,12,0.8815,0.0815,119.0
15376,105,14,0.1524,0.7524,112.0
15379,128,17,0.9531,0.0,7.0
15382,99,11,0.8889,0.0101,54.3
15386,53,9,0.9057,0.0566,0.0
15388,124,13,0.8226,0.1129,16.3
15391,359,19,0.7911,0.078,96.9
15395,69,15,0.8551,0.1159,0.0
15399,295,18,0.8576,0.0441,80.7
15415,81,3,0.8148,0.0617,0.1
15420,881,79,0.9012,0.0045,13.2
15421,81,10,0.8148,0.0988,0.0
15423,634,60,0.8328,0.0315,104.1
15430,54,15,0.7963,0.2037,0.0
15435,107,15,0.6168,0.243,3.8
15438,764,46,0.805,0.0694,256.0
15442,614,52,0.873,0.0098,164.1
15443,405,38,0.8667,0.0247,35.0
15444,635,42,0.7559,0.1055,31.8
15448,123,9,0.7642,0.1382,0.0
15449,66,9,0.9394,0.0,0.0
15450,41,12,0.7073,0.0976,0.0
15453,89,18,0.6404,0.0225,28.1
15454,121,11,0.876,0.0579,5.0
15459,132,18,0.8106,0.0303,2.8
15460,311,44,0.9035,0.074,36.1
15463,95,12,0.7789,0.0737,0.0
15465,166,27,0.8494,0.006,47.2
15466,216,26,0.9398,0.0046,6.8
15468,626,56,0.9073,0.0,172.3
15470,357,44,0.8936,0.0252,112.0
15476,183,13,0.8907,0.0328,0.0
15477,41,4,0.7317,0.122,0.0
15478,185,4,0.7568,0.0324,0.0
15479,49,3,0.9388,0.0204,14.8
15480,504,27,0.8056,0.0833,98.0
15486,376,47,0.7899,0.0798,193.2
15487,313,21,0.8946,0.0767,14.0
15488,195,23,0.9487,0.0,0.0
15490,149,31,0.7718,0.094,3.1
15493,53,7,0.4717,0.434,0.0
15499,210,20,0.7524,0.1048,10.4
15507,70,10,0.8143,0.0714,7.0
15508,1651,31,0.7874,0.083,187.8
15513,233,18,0.7425,0.0172,77.1
15514,74,13,0.9324,0.0405,177.1
15516,1566,94,0.8672,0.0696,120.1
15517,155,10,0.9161,0.0065,0.0
15520,361,42,0.856,0.0859,120.9
15521,98,12,0.898,0.0,0.0
15523,58,4,0.7069,0.0862,0.0
15527,162,16,0.9691,0.0062,209.2
15531,5481,163,0.7238,0.0518,280.9
15533,197,23,0.9594,0.0305,14.1
15534,45,5,0.8222,0.0667,0.0
15539,212,21,0.934,0.0189,77.0
15541,187,15,0.8342,0.0909,63.0
15545,349,36,0.7736,0.1289,43.0
15546,63,10,0.9841,0.0,0.0
15548,47,6,0.8085,0.1064,64.1
15549,120,24,0.95,0.0083,203.3
15550,99,12,0.7273,0.0606,0.3
15552,132,19,0.9167,0.053,0.5
15553,134,9,0.8582,0.0075,28.8
15560,70,10,0.8857,0.0286,0.1
15561,387,38,0.8708,0.0336,7.9
15562,64,6,0.7969,0.0469,0.0
15563,108,11,0.6481,0.213,0.1
15568,62,15,0.7903,0.0161,0.0
15569,187,9,0.861,0.0695,27.9
15573,88,7,0.8636,0.0682,46.1
15575,635,47,0.8614,0.0551,347.4
15577,271,22,0.6162,0.1587,73.2
15578,73,8,0.9315,0.0137,0.5
15579,163,19,0.9018,0.0491,191.1
15585,289,46,0.9516,0.0104,1.9
15591,581,56,0.7349,0.1136,211.0
15593,206,18,0.568,0.3689,34.0
15599,1705,113,0.8592,0.0475,160.1
15601,77,15,0.5584,0.2338,7.0
15602,48,4,0.8333,0.125,0.0
15607,43,11,0.8605,0.0233,0.0
15610,110,17,0.9364,0.0,56.0
15616,47,10,0.8298,0.0426,0.0
15618,52,5,0.75,0.1346,0.0
15622,65,12,0.4462,0.5231,6.2
15627,60,6,0.8,0.0167,259.8
15628,39,3,0.641,0.1026,0.1
15642,44,11,0.6591,0.25,129.0
15643,56,9,0.9821,0.0,0.0
15646,126,24,0.8571,0.0714,0.0
15647,396,31,0.8207,0.053,147.0
15648,35,5,0.8571,0.0286,14.0
15649,58,15,0.6552,0.0345,0.3
15651,544,42,0.9081,0.0239,239.1
15653,44,9,0.9773,0.0,0.0
15654,54,8,0.9074,0.0185,0.0
15656,54,14,0.7407,0.0741,0.0
15661,49,13,0.8776,0.0612,0.0
15662,206,28,0.7524,0.1456,10.3
15665,76,15,0.7895,0.1974,324.8
15669,40,1,0.425,0.0,7.0
15671,446,23,0.8722,0.0583,23.1
15672,558,23,0.7473,0.1093,65.1
15674,121,10,0.7934,0.0992,70.0
15675,59,13,0.7119,0.0847,0.0
15677,183,19,0.7486,0.1366,55.8
15678,32,2,0.9375,0.0,3.7
15681,1455,99,0.8117,0.0282,147.1
15690,158,17,0.8924,0.057,60.2
15691,83,14,0.9639,0.0241,0.0
15692,343,33,0.9271,0.035,43.9
15693,48,13,0.875,0.0208,217.8
15694,64,5,0.8906,0.0,4.7
15695,100,13,0.63,0.22,0.1
15697,343,27,0.7347,0.0933,7.0
15702,58,6,0.9138,0.0345,28.9
15703,78,14,0.8333,0.0641,0.0
15706,94,19,0.7128,0.2021,206.1
15713,46,10,0.9783,0.0,9.1
15714,484,53,0.9566,0.0021,35.0
15718,486,35,0.8807,0.0514,119.6
15720,141,30,0.8865,0.0,21.0
15724,224,20,0.9554,0.0,3.4
15725,305,29,0.8426,0.0131,2.2
15736,39,9,0.8462,0.0,0.1
15739,42,8,0.9524,0.0,0.0
15741,61,6,0.6885,0.1639,63.0
15742,76,11,0.9342,0.0395,0.0
15743,782,49,0.8504,0.0384,45.9
15750,165,21,0.6606,0.1879,83.7
15752,175,13,0.88,0.0114,30.8
15762,125,26,0.752,0.104,59.5
15767,32,10,0.9062,0.0,0.3
15769,109,23,0.3394,0.5872,77.3
15770,32,2,0.8438,0.0,0.0
15780,38,9,0.6316,0.2368,0.0
15782,64,14,0.9375,0.0,0.0
15787,58,6,0.7069,0.1207,29.4
15788,409,47,0.9071,0.0024,35.0
15792,92,23,0.7283,0.163,0.1
15798,32,4,0.75,0.0,5.7
15801,34,4,0.9118,0.0294,3.9
15804,451,47,0.5698,0.1996,4.0
15807,41,4,0.6098,0.2927,0.0
15814,406,37,0.9261,0.0172,208.9
15816,330,27,0.8091,0.0576,10.0
15820,77,6,0.9481,0.0,8.0
15821,191,10,0.9058,0.0524,109.5
15822,58,7,0.7414,0.1207,0.0
15831,1255,72,0.808,0.0295,88.0
15834,51,7,0.902,0.0392,0.0
15835,49,4,0.6939,0.2449,0.0
15839,102,16,0.902,0.049,10.3
15840,70,11,0.7571,0.1,0.0
15841,56,8,0.9286,0.0,0.0
15842,195,29,0.9128,0.0205,50.0
15843,34,6,0.6176,0.0294,79.6
15844,33,5,0.5455,0.2424,0.0
15849,91,21,0.6374,0.1868,63.0
15859,36,12,0.8889,0.0278,0.0
15860,122,14,0.8852,0.0,7.1
15862,88,1,0.9886,0.0,0.0
15864,40,12,0.9,0.0,0.0
15870,140,12,0.8857,0.0071,4.1
15874,67,11,0.6269,0.0896,27.0
15875,40,5,0.75,0.15,0.0
15877,84,15,0.9643,0.0,2.0
15878,66,4,0.6667,0.1061,14.0
15880,1027,55,0.8793,0.0263,217.1
15886,119,10,0.9244,0.0084,25.2
15887,688,39,0.8401,0.0785,35.1
15891,443,51,0.8916,0.0135,14.0
15893,45,4,0.9111,0.0889,0.0
15896,1040,77,0.8692,0.0375,56.3
15898,32,10,0.9062,0.0938,0.0
15899,149,10,0.8725,0.0,115.0
15900,30,8,0.7,0.1333,34.9
15904,1012,57,0.8725,0.0267,138.8
15911,137,13,0.8905,0.0219,2.0
15913,43,3,0.7209,0.0698,11.5
15918,504,38,0.8294,0.0675,40.1
15919,56,9,0.9107,0.0,0.0
15920,123,18,0.9512,0.0163,0.7
15921,596,37,0.8876,0.052,320.2
15927,109,12,0.7706,0.1468,110.9
15929,92,12,0.837,0.087,0.0
15932,98,15,0.7653,0.1531,10.0
15937,83,12,0.8554,0.0482,64.0
15939,57,8,0.807,0.0526,0.0
15944,96,7,0.9583,0.0208,11.5
15946,40,9,0.875,0.05,0.0
15950,3446,32,0.7963,0.0424,112.8
15953,46,9,1.0,0.0,0.0
15954,1971,97,0.9229,0.0147,115.3
15955,89,4,0.809,0.0899,51.2
15957,113,13,0.9027,0.0619,169.0
15960,57,11,0.8421,0.0175,0.0
15964,56,8,0.8036,0.0,0.0
15965,75,12,0.64,0.0667,3.2
15967,67,5,0.8657,0.1045,0.0
15968,343,31,0.8571,0.0204,77.0
15971,266,40,0.8759,0.0075,1.0
15974,68,11,0.75,0.1324,0.0
15976,44,12,0.8864,0.0227,0.9
15981,79,16,0.8987,0.0253,0.0
15988,1505,62,0.796,0.0811,119.0
15990,54,8,0.9074,0.0,0.0
15991,283,27,0.8127,0.0954,288.0
15993,487,54,0.7762,0.1232,241.1
15995,129,20,0.7519,0.1783,97.8
15999,2323,128,0.8188,0.043,245.1
16000,103,15,0.7282,0.0874,3.1
16005,265,14,0.8604,0.0566,50.6
16006,253,24,0.7312,0.1581,98.0
16008,295,32,0.8881,0.0169,13.0
16010,116,10,0.7069,0.1379,0.0
16011,168,8,0.6726,0.1905,140.0
16012,475,47,0.9137,0.0021,162.9
16014,579,51,0.9067,0.0086,3.8
16018,82,15,0.9268,0.0,0.0
16020,36,8,0.7778,0.0556,0.0
16024,51,7,0.8235,0.0588,7.8
16027,1592,134,0.9165,0.0157,105.0
16034,32,5,0.9062,0.0625,0.1
16036,482,20,0.7469,0.1432,30.1
16041,571,36,0.725,0.1751,68.0
16042,312,31,0.8622,0.0192,0.1
16043,1170,47,0.8376,0.0949,61.8
16046,32,4,0.8125,0.125,0.5
16052,1831,140,0.8149,0.0661,140.0
16057,41,11,0.7317,0.122,18.7
16058,899,55,0.8198,0.0556,245.2
16059,40,4,0.9,0.0,0.0
16062,786,53,0.7952,0.0254,242.8
16064,71,10,0.9437,0.0282,120.0
16067,48,8,0.625,0.2083,86.9
16069,545,55,0.8275,0.0899,241.2
16070,208,14,0.7115,0.1731,39.0
16071,96,17,0.75,0.0,0.0
16072,32,2,0.9062,0.0312,0.0
16074,83,12,0.8675,0.0482,28.0
16075,56,7,0.9107,0.0,1.8
16079,35,6,0.8857,0.0286,0.0
16084,728,61,0.8475,0.0701,18.5
16085,78,12,0.9231,0.0513,99.0
16089,36,7,0.6667,0.25,7.0
16090,60,7,0.9667,0.0333,14.4
16094,486,39,0.8251,0.0123,40.8
16096,40,8,0.575,0.175,0.0
16098,1662,91,0.7972,0.0132,107.0
16099,195,31,0.7487,0.1179,36.2
16100,115,16,0.7478,0.1739,7.0
16102,38,7,0.8158,0.0263,1.3
16104,497,54,0.8209,0.0423,374.8
16105,37,11,0.6216,0.3514,0.0
16107,929,43,0.7384,0.1012,93.0
16109,351,23,0.9031,0.0456,190.0
16114,54,13,0.2778,0.537,31.0
16118,43,7,0.9767,0.0,0.0
16126,31,6,0.6774,0.2903,11.7
16130,745,50,0.8711,0.0523,30.9
16134,56,15,0.6071,0.2143,0.0
16143,700,67,0.9443,0.0071,13.8
16147,64,3,0.9219,0.0312,0.0
16150,1767,120,0.8478,0.0153,378.0
16151,32,9,0.8125,0.0,0.0
16152,163,9,0.7485,0.2025,21.0
16155,95,13,0.8526,0.0632,0.0
16157,160,19,0.8625,0.1062,91.0
16160,1067,91,0.8144,0.0843,183.1
16161,247,31,0.915,0.0202,14.0
16163,123,34,0.7398,0.1545,84.0
16165,2474,145,0.8909,0.0198,307.7
16166,396,28,0.8914,0.0631,261.3
16174,110,9,0.8818,0.0091,122.2
16182,740,58,0.9162,0.0297,28.0
16188,885,56,0.8475,0.026,63.0
16189,34,9,0.7941,0.0882,0.0
16190,97,21,0.7732,0.1031,84.0
16194,31,12,0.5161,0.2903,3.1
16196,156,20,0.9231,0.0385,140.0
16197,499,33,0.8257,0.0782,294.5
16198,490,41,0.7408,0.1082,249.7
16201,748,60,0.9131,0.0281,21.4
16203,291,24,0.8591,0.1168,87.1
16210,52,11,0.6538,0.1731,14.0
16211,83,12,0.8434,0.012,192.2
16219,35,9,0.6286,0.0571,0.5
